job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
Head of AI,121727,Mid Level,Part-Time,Norway,Small,0,"Kubernetes, Git, Statistics, Computer Vision, TensorFlow",Associate,3,Energy,2024-07-03,2024-08-25,9.8,Cognitive Computing,On-site,2024,53,7,July
Machine Learning Researcher,79049,Mid Level,Freelance,Australia,Small,100,"NLP, Kubernetes, Azure",Bachelor,2,Gaming,2025-01-26,2025-03-29,9.7,Advanced Robotics,Remote,2025,62,1,January
Principal Data Scientist,93535,Entry Level,Full-Time,United States,Large,0,"Python, Git, TensorFlow, Data Visualization, Kubernetes",Associate,1,Transportation,2025-02-18,2025-03-15,9.0,Predictive Systems,On-site,2025,25,2,February
AI Specialist,43563,Entry Level,Contract,Japan,Large,0,"Python, Docker, Computer Vision, TensorFlow",Master,1,Finance,2024-10-24,2024-11-25,9.3,Future Systems,On-site,2024,32,10,October
Head of AI,197680,Executive Level,Full-Time,China,Large,100,"Git, Scala, Computer Vision, Deep Learning",Associate,15,Consulting,2024-02-17,2024-03-16,8.5,Smart Analytics,Remote,2024,28,2,February
Data Scientist,123239,Senior Level,Freelance,Netherlands,Medium,0,"R, SQL, Kubernetes",PhD,7,Telecommunications,2025-02-02,2025-03-06,8.7,DataVision Ltd,On-site,2025,32,2,February
Data Scientist,76229,Senior Level,Part-Time,Japan,Small,100,"Azure, Computer Vision, Docker",Master,5,Retail,2024-10-03,2024-11-13,7.7,DataVision Ltd,Remote,2024,41,10,October
ML Ops Engineer,98630,Senior Level,Part-Time,Germany,Small,0,"Spark, Scala, MLOps",Associate,6,Real Estate,2024-06-14,2024-08-26,8.5,Algorithmic Solutions,On-site,2024,73,6,June
AI Consultant,107626,Senior Level,Contract,Ireland,Large,100,"SQL, Azure, TensorFlow",Master,6,Government,2024-07-10,2024-09-18,5.9,Algorithmic Solutions,Remote,2024,70,7,July
AI Product Manager,122978,Mid Level,Contract,United States,Large,0,"Kubernetes, Linux, Python",Associate,3,Finance,2024-10-27,2024-11-21,5.7,AI Innovations,On-site,2024,25,10,October
ML Ops Engineer,206202,Executive Level,Part-Time,France,Medium,50,"Git, Python, Statistics",Bachelor,16,Technology,2024-04-11,2024-04-26,8.9,Neural Networks Co,Hybrid,2024,15,4,April
Head of AI,96297,Entry Level,Freelance,Denmark,Large,50,"Scala, Hadoop, Kubernetes, Python",Master,0,Government,2024-11-16,2025-01-18,7.5,Cloud AI Solutions,Hybrid,2024,63,11,November
Computer Vision Engineer,43595,Entry Level,Full-Time,Ireland,Large,50,"Java, Deep Learning, SQL",Bachelor,0,Healthcare,2024-12-08,2025-02-02,5.7,TechCorp Inc,Hybrid,2024,56,12,December
Data Scientist,247297,Executive Level,Freelance,Germany,Large,50,"Kubernetes, GCP, SQL, PyTorch, Computer Vision",Bachelor,17,Automotive,2024-06-21,2024-08-11,9.9,Advanced Robotics,Hybrid,2024,51,6,June
Principal Data Scientist,66942,Mid Level,Part-Time,Australia,Small,50,"SQL, NLP, PyTorch, Linux",Master,4,Retail,2024-09-25,2024-11-25,9.3,Future Systems,Hybrid,2024,61,9,September
AI Product Manager,105175,Senior Level,Contract,South Korea,Large,50,"NLP, Spark, TensorFlow, Python, AWS",Master,8,Technology,2025-02-25,2025-04-12,9.0,Neural Networks Co,Hybrid,2025,46,2,February
Data Scientist,116174,Senior Level,Contract,Netherlands,Medium,100,"Git, AWS, Tableau",Associate,5,Transportation,2024-01-02,2024-02-08,7.8,DeepTech Ventures,Remote,2024,37,1,January
Computer Vision Engineer,80859,Entry Level,Contract,Norway,Medium,100,"NLP, Java, Kubernetes, Docker, R",PhD,0,Energy,2024-05-23,2024-06-06,9.9,AI Innovations,Remote,2024,14,5,May
AI Consultant,144793,Executive Level,Contract,Australia,Medium,100,"Computer Vision, GCP, Statistics",Associate,12,Technology,2024-07-19,2024-09-01,8.0,DeepTech Ventures,Remote,2024,44,7,July
AI Specialist,46460,Entry Level,Contract,Canada,Small,100,"Deep Learning, Python, TensorFlow, Docker",Bachelor,1,Transportation,2024-09-14,2024-10-29,9.2,Quantum Computing Inc,Remote,2024,45,9,September
AI Specialist,102327,Senior Level,Contract,South Korea,Medium,50,"AWS, SQL, PyTorch, MLOps",Bachelor,5,Media,2024-05-08,2024-07-07,5.7,TechCorp Inc,Hybrid,2024,60,5,May
AI Research Scientist,37547,Entry Level,Full-Time,China,Small,0,"Git, Python, Docker, Linux, SQL",Bachelor,0,Government,2025-04-26,2025-06-13,7.8,Smart Analytics,On-site,2025,48,4,April
Machine Learning Researcher,205814,Executive Level,Freelance,United States,Small,0,"PyTorch, TensorFlow, NLP, Computer Vision, Azure",Master,16,Transportation,2024-09-05,2024-11-05,7.4,Algorithmic Solutions,On-site,2024,61,9,September
AI Product Manager,50130,Entry Level,Part-Time,Germany,Small,50,"Java, GCP, Scala, Computer Vision, Spark",Associate,1,Automotive,2025-01-13,2025-03-27,7.9,AI Innovations,Hybrid,2025,73,1,January
AI Software Engineer,46480,Mid Level,Freelance,China,Small,0,"Python, MLOps, SQL, Java, Spark",Master,3,Gaming,2024-02-20,2024-03-30,5.3,Autonomous Tech,On-site,2024,39,2,February
ML Ops Engineer,118201,Mid Level,Part-Time,Switzerland,Medium,0,"Scala, Hadoop, Python, Mathematics, Azure",Bachelor,2,Energy,2024-09-28,2024-11-25,7.3,Cloud AI Solutions,On-site,2024,58,9,September
Robotics Engineer,130204,Senior Level,Part-Time,Canada,Medium,50,"Java, Linux, Data Visualization",Associate,6,Telecommunications,2024-04-08,2024-06-09,6.7,Smart Analytics,Hybrid,2024,62,4,April
AI Software Engineer,260729,Executive Level,Full-Time,United Kingdom,Medium,100,"PyTorch, GCP, Tableau, Statistics",Master,16,Manufacturing,2025-02-10,2025-04-23,7.9,Predictive Systems,Remote,2025,72,2,February
Deep Learning Engineer,74532,Mid Level,Contract,France,Small,50,"Computer Vision, Java, MLOps, R",Bachelor,3,Telecommunications,2025-02-03,2025-03-22,8.0,Autonomous Tech,Hybrid,2025,47,2,February
Data Engineer,127005,Executive Level,Part-Time,Finland,Small,0,"Data Visualization, Azure, Tableau, Linux",Bachelor,11,Media,2025-04-13,2025-06-10,9.3,Future Systems,On-site,2025,58,4,April
Principal Data Scientist,75020,Entry Level,Freelance,Norway,Medium,100,"Python, SQL, Docker, Mathematics, Deep Learning",Associate,1,Transportation,2024-06-10,2024-07-30,6.1,Autonomous Tech,Remote,2024,50,6,June
Data Analyst,134247,Senior Level,Contract,Singapore,Small,50,"Docker, Git, MLOps",PhD,7,Education,2025-02-15,2025-03-28,8.0,Cognitive Computing,Hybrid,2025,41,2,February
Deep Learning Engineer,142579,Senior Level,Part-Time,Canada,Large,50,"Azure, SQL, GCP, Mathematics, Java",Associate,6,Gaming,2024-07-23,2024-08-10,8.6,Cognitive Computing,Hybrid,2024,18,7,July
NLP Engineer,84304,Entry Level,Freelance,United States,Small,100,"R, SQL, Hadoop, Mathematics, Linux",Bachelor,1,Education,2024-08-27,2024-10-20,5.2,AI Innovations,Remote,2024,54,8,August
AI Specialist,54740,Entry Level,Full-Time,Finland,Medium,0,"Docker, Hadoop, Computer Vision, Java",PhD,1,Consulting,2024-03-12,2024-05-16,8.3,Advanced Robotics,On-site,2024,65,3,March
AI Consultant,280860,Executive Level,Contract,Switzerland,Large,0,"Azure, SQL, Kubernetes, Statistics, Scala",PhD,19,Education,2025-04-14,2025-05-06,6.3,DeepTech Ventures,On-site,2025,22,4,April
AI Research Scientist,77085,Mid Level,Freelance,South Korea,Medium,50,"Mathematics, Deep Learning, Kubernetes, PyTorch",PhD,3,Telecommunications,2024-01-10,2024-02-03,6.7,Quantum Computing Inc,Hybrid,2024,24,1,January
Deep Learning Engineer,56672,Mid Level,Part-Time,Austria,Small,0,"Deep Learning, PyTorch, Spark",Bachelor,4,Technology,2025-03-06,2025-05-02,9.3,Predictive Systems,On-site,2025,57,3,March
Principal Data Scientist,125983,Mid Level,Contract,Denmark,Medium,0,"Azure, Mathematics, Spark, SQL, PyTorch",PhD,2,Gaming,2025-01-07,2025-01-28,9.4,Predictive Systems,On-site,2025,21,1,January
Autonomous Systems Engineer,164179,Executive Level,Contract,South Korea,Medium,50,"Hadoop, PyTorch, TensorFlow, Linux",Master,17,Energy,2024-05-23,2024-07-03,7.4,Machine Intelligence Group,Hybrid,2024,41,5,May
Data Engineer,64254,Mid Level,Full-Time,Ireland,Small,50,"NLP, Scala, Java, Mathematics",Bachelor,4,Education,2024-01-20,2024-02-26,6.5,Cognitive Computing,Hybrid,2024,37,1,January
Data Engineer,67580,Mid Level,Full-Time,South Korea,Large,50,"R, TensorFlow, Hadoop",Bachelor,2,Healthcare,2024-10-06,2024-10-20,8.3,AI Innovations,Hybrid,2024,14,10,October
Machine Learning Researcher,166619,Executive Level,Freelance,Australia,Medium,50,"Linux, MLOps, AWS, Spark, Statistics",Bachelor,14,Finance,2025-01-01,2025-01-28,9.9,DataVision Ltd,Hybrid,2025,27,1,January
NLP Engineer,101052,Senior Level,Contract,India,Large,100,"Python, TensorFlow, Linux, Docker",PhD,8,Telecommunications,2024-10-15,2024-12-08,7.8,Smart Analytics,Remote,2024,54,10,October
AI Consultant,53221,Entry Level,Contract,Finland,Large,50,"Docker, MLOps, Git",Master,1,Automotive,2024-07-23,2024-09-24,9.5,DeepTech Ventures,Hybrid,2024,63,7,July
Machine Learning Researcher,92066,Mid Level,Part-Time,United States,Medium,50,"NLP, GCP, Computer Vision, Git, TensorFlow",Master,3,Real Estate,2024-06-08,2024-06-29,5.6,DeepTech Ventures,Hybrid,2024,21,6,June
Data Analyst,177183,Senior Level,Freelance,Denmark,Large,0,"Linux, Scala, Docker, AWS",Associate,9,Finance,2024-03-15,2024-05-12,8.4,Autonomous Tech,On-site,2024,58,3,March
Computer Vision Engineer,89843,Mid Level,Part-Time,Netherlands,Medium,50,"Spark, Data Visualization, NLP, Docker, Python",PhD,3,Energy,2024-11-26,2025-01-09,6.3,DataVision Ltd,Hybrid,2024,44,11,November
Machine Learning Engineer,99472,Senior Level,Contract,Israel,Medium,0,"Statistics, NLP, Python, Kubernetes, AWS",Bachelor,7,Education,2024-07-05,2024-08-27,8.6,Smart Analytics,On-site,2024,53,7,July
Head of AI,55161,Entry Level,Full-Time,South Korea,Medium,50,"Hadoop, Azure, MLOps, R, Deep Learning",PhD,1,Media,2024-11-27,2025-01-17,6.3,Advanced Robotics,Hybrid,2024,51,11,November
NLP Engineer,141466,Senior Level,Freelance,United Kingdom,Small,0,"Git, Hadoop, MLOps",Master,8,Manufacturing,2024-09-25,2024-11-23,8.0,Smart Analytics,On-site,2024,59,9,September
Computer Vision Engineer,107194,Senior Level,Full-Time,Canada,Medium,100,"Hadoop, Tableau, Scala, R, Docker",Master,9,Retail,2025-01-09,2025-02-23,9.7,TechCorp Inc,Remote,2025,45,1,January
Data Engineer,191397,Executive Level,Freelance,United Kingdom,Large,50,"Java, Git, Deep Learning, Mathematics, Computer Vision",PhD,12,Automotive,2025-03-18,2025-05-09,7.2,Quantum Computing Inc,Hybrid,2025,52,3,March
Computer Vision Engineer,335731,Executive Level,Full-Time,Denmark,Large,50,"GCP, PyTorch, Computer Vision, Kubernetes, Java",Bachelor,19,Retail,2024-10-13,2024-12-15,7.3,Machine Intelligence Group,Hybrid,2024,63,10,October
Principal Data Scientist,103073,Mid Level,Full-Time,Germany,Medium,50,"R, Linux, Data Visualization",Bachelor,3,Real Estate,2024-09-02,2024-10-21,5.8,AI Innovations,Hybrid,2024,49,9,September
NLP Engineer,62850,Entry Level,Full-Time,Australia,Medium,100,"TensorFlow, Kubernetes, Computer Vision",Associate,0,Technology,2025-01-26,2025-02-18,8.6,TechCorp Inc,Remote,2025,23,1,January
Machine Learning Researcher,144386,Senior Level,Freelance,Netherlands,Medium,50,"Docker, MLOps, PyTorch",PhD,5,Healthcare,2024-02-28,2024-04-08,8.1,Cognitive Computing,Hybrid,2024,40,2,February
AI Architect,283542,Executive Level,Part-Time,Singapore,Large,0,"Hadoop, Java, Data Visualization",PhD,16,Gaming,2024-05-04,2024-06-05,7.0,TechCorp Inc,On-site,2024,32,5,May
AI Consultant,114496,Mid Level,Full-Time,Singapore,Large,100,"Spark, Deep Learning, MLOps, Git",PhD,4,Government,2024-06-18,2024-08-20,5.4,Algorithmic Solutions,Remote,2024,63,6,June
Robotics Engineer,62909,Entry Level,Freelance,Australia,Medium,50,"Azure, Kubernetes, Docker, Tableau, Linux",Associate,1,Energy,2024-12-07,2025-02-09,10.0,Smart Analytics,Hybrid,2024,64,12,December
Head of AI,152761,Senior Level,Contract,Netherlands,Large,50,"Mathematics, Scala, Tableau",PhD,5,Real Estate,2025-03-04,2025-04-04,9.0,Algorithmic Solutions,Hybrid,2025,31,3,March
Research Scientist,65454,Mid Level,Freelance,Finland,Large,0,"TensorFlow, Python, SQL, Java",Bachelor,2,Telecommunications,2024-06-14,2024-08-24,7.4,Machine Intelligence Group,On-site,2024,71,6,June
Autonomous Systems Engineer,84172,Mid Level,Part-Time,Germany,Small,0,"Python, Java, AWS",Associate,4,Real Estate,2024-06-05,2024-07-01,7.4,Future Systems,On-site,2024,26,6,June
AI Architect,38163,Entry Level,Part-Time,Israel,Medium,50,"Linux, SQL, Tableau, Azure",Associate,0,Consulting,2025-01-24,2025-03-12,7.6,Smart Analytics,Hybrid,2025,47,1,January
Deep Learning Engineer,71309,Mid Level,Full-Time,Japan,Large,100,"Kubernetes, MLOps, Git",Associate,4,Energy,2024-05-01,2024-06-26,6.0,DataVision Ltd,Remote,2024,56,5,May
AI Consultant,62457,Mid Level,Part-Time,South Korea,Medium,100,"R, Git, Computer Vision, Hadoop",Master,2,Government,2024-09-19,2024-10-24,6.5,Autonomous Tech,Remote,2024,35,9,September
Deep Learning Engineer,48623,Entry Level,Contract,South Korea,Medium,0,"SQL, Docker, Mathematics",Associate,1,Media,2024-10-15,2024-11-04,5.8,DataVision Ltd,On-site,2024,20,10,October
Machine Learning Engineer,63817,Entry Level,Full-Time,Canada,Large,50,"TensorFlow, R, Docker, Data Visualization, Deep Learning",Associate,1,Gaming,2024-12-24,2025-01-14,7.1,Future Systems,Hybrid,2024,21,12,December
Machine Learning Researcher,79436,Mid Level,Full-Time,Australia,Medium,100,"Hadoop, Linux, PyTorch",Associate,4,Technology,2024-12-04,2025-01-03,8.0,Algorithmic Solutions,Remote,2024,30,12,December
Robotics Engineer,149189,Executive Level,Full-Time,Austria,Small,0,"NLP, Python, R, Statistics, SQL",Bachelor,12,Education,2025-03-05,2025-04-07,7.1,Quantum Computing Inc,On-site,2025,33,3,March
Head of AI,90609,Senior Level,Contract,China,Small,50,"Spark, SQL, MLOps, Python",Bachelor,5,Government,2024-07-14,2024-08-16,9.7,Autonomous Tech,Hybrid,2024,33,7,July
Machine Learning Researcher,88996,Mid Level,Part-Time,Canada,Large,50,"AWS, Scala, Java",PhD,4,Gaming,2024-11-17,2024-12-22,9.9,Machine Intelligence Group,Hybrid,2024,35,11,November
Autonomous Systems Engineer,61638,Entry Level,Contract,Israel,Large,100,"Python, R, SQL",Bachelor,0,Real Estate,2025-03-28,2025-04-27,9.0,DeepTech Ventures,Remote,2025,30,3,March
Data Analyst,118123,Mid Level,Part-Time,United States,Medium,100,"Linux, R, Computer Vision, Hadoop, Mathematics",Master,3,Retail,2024-11-18,2025-01-04,5.6,Cloud AI Solutions,Remote,2024,47,11,November
Deep Learning Engineer,165984,Senior Level,Freelance,Switzerland,Medium,100,"TensorFlow, PyTorch, Tableau",Associate,9,Finance,2024-11-09,2024-11-25,7.4,Cloud AI Solutions,Remote,2024,16,11,November
Robotics Engineer,211693,Executive Level,Freelance,Singapore,Large,0,"Mathematics, GCP, Azure, Python, Hadoop",Bachelor,19,Real Estate,2024-12-20,2025-02-09,6.2,TechCorp Inc,On-site,2024,51,12,December
AI Consultant,50670,Entry Level,Full-Time,Austria,Large,100,"Computer Vision, Deep Learning, Python, Scala, Data Visualization",Associate,1,Energy,2024-06-23,2024-07-12,5.4,Machine Intelligence Group,Remote,2024,19,6,June
AI Consultant,94676,Mid Level,Freelance,Netherlands,Large,50,"Mathematics, Spark, Data Visualization, Tableau, Linux",Associate,2,Real Estate,2024-10-18,2024-12-06,9.7,Digital Transformation LLC,Hybrid,2024,49,10,October
AI Specialist,171631,Executive Level,Freelance,Japan,Large,0,"Python, Scala, Spark",Master,14,Healthcare,2024-07-04,2024-07-26,5.3,Autonomous Tech,On-site,2024,22,7,July
Machine Learning Engineer,141090,Executive Level,Full-Time,Singapore,Small,100,"Git, TensorFlow, Linux",Associate,13,Automotive,2025-04-26,2025-05-12,6.8,TechCorp Inc,Remote,2025,16,4,April
Principal Data Scientist,205116,Executive Level,Contract,Norway,Small,0,"Deep Learning, Linux, Mathematics, Java, SQL",Master,14,Gaming,2024-12-26,2025-02-17,7.5,DeepTech Ventures,On-site,2024,53,12,December
AI Consultant,133334,Executive Level,Contract,South Korea,Large,100,"NLP, Git, Data Visualization, Python",Master,18,Consulting,2024-03-20,2024-04-29,9.0,DeepTech Ventures,Remote,2024,40,3,March
AI Product Manager,71231,Entry Level,Full-Time,Canada,Large,50,"Kubernetes, Python, Mathematics",Master,1,Transportation,2024-07-08,2024-07-22,7.6,TechCorp Inc,Hybrid,2024,14,7,July
AI Research Scientist,84959,Mid Level,Full-Time,Germany,Large,0,"TensorFlow, Data Visualization, Scala, SQL",Associate,4,Manufacturing,2025-01-14,2025-02-18,6.1,Quantum Computing Inc,On-site,2025,35,1,January
AI Research Scientist,272037,Executive Level,Freelance,Switzerland,Small,50,"Spark, Python, TensorFlow, GCP, Data Visualization",Master,10,Education,2024-05-15,2024-06-02,9.3,DataVision Ltd,Hybrid,2024,18,5,May
AI Architect,202498,Executive Level,Freelance,Australia,Small,100,"R, Data Visualization, Git, Deep Learning, GCP",Associate,16,Media,2024-12-02,2025-01-10,7.5,Cloud AI Solutions,Remote,2024,39,12,December
AI Software Engineer,221624,Executive Level,Freelance,Norway,Small,0,"Kubernetes, Linux, Git, GCP, Python",Associate,16,Healthcare,2024-07-17,2024-08-03,7.9,Algorithmic Solutions,On-site,2024,17,7,July
Head of AI,128975,Mid Level,Freelance,Denmark,Large,0,"Tableau, Deep Learning, R, TensorFlow, SQL",Associate,4,Automotive,2025-02-07,2025-04-15,8.1,Cognitive Computing,On-site,2025,67,2,February
Computer Vision Engineer,125934,Mid Level,Freelance,Norway,Medium,50,"SQL, Scala, Azure, Java",Associate,4,Manufacturing,2025-02-18,2025-03-28,6.0,Future Systems,Hybrid,2025,38,2,February
Head of AI,248240,Executive Level,Contract,Singapore,Large,0,"Tableau, Kubernetes, Docker, Hadoop, Linux",Associate,18,Finance,2024-09-11,2024-11-16,6.7,Digital Transformation LLC,On-site,2024,66,9,September
Data Engineer,110055,Mid Level,Contract,Australia,Large,100,"Azure, Git, Data Visualization",PhD,4,Technology,2024-02-08,2024-04-12,8.3,Autonomous Tech,Remote,2024,64,2,February
Autonomous Systems Engineer,159090,Executive Level,Full-Time,Singapore,Small,100,"Deep Learning, Scala, Data Visualization, NLP",Master,13,Energy,2024-11-16,2024-12-26,7.2,Future Systems,Remote,2024,40,11,November
AI Research Scientist,293060,Executive Level,Contract,Singapore,Large,50,"Linux, SQL, Azure, Scala",Associate,13,Gaming,2024-07-10,2024-08-20,5.3,Cognitive Computing,Hybrid,2024,41,7,July
Machine Learning Engineer,98614,Senior Level,Part-Time,Israel,Large,100,"NLP, Java, MLOps",PhD,8,Finance,2024-05-22,2024-06-26,6.1,Future Systems,Remote,2024,35,5,May
Autonomous Systems Engineer,77703,Senior Level,Full-Time,China,Small,50,"Deep Learning, Kubernetes, Java, GCP, R",Associate,6,Automotive,2024-05-14,2024-07-11,8.4,Cloud AI Solutions,Hybrid,2024,58,5,May
Computer Vision Engineer,188281,Executive Level,Contract,Netherlands,Large,50,"PyTorch, Java, NLP, Docker",Associate,13,Finance,2024-04-25,2024-06-20,8.9,Machine Intelligence Group,Hybrid,2024,56,4,April
AI Specialist,76683,Mid Level,Part-Time,China,Large,100,"Python, SQL, Spark",Bachelor,3,Telecommunications,2025-02-23,2025-03-22,5.2,Quantum Computing Inc,Remote,2025,27,2,February
AI Architect,87540,Senior Level,Contract,Japan,Small,100,"Kubernetes, Computer Vision, Scala",Associate,5,Manufacturing,2024-11-26,2025-02-03,5.6,Machine Intelligence Group,Remote,2024,69,11,November
AI Product Manager,85964,Senior Level,Freelance,Finland,Medium,100,"Hadoop, Deep Learning, Azure",Bachelor,8,Healthcare,2024-07-07,2024-09-07,6.3,Smart Analytics,Remote,2024,62,7,July
Data Engineer,165369,Executive Level,Contract,Netherlands,Medium,100,"Kubernetes, PyTorch, AWS",Master,16,Media,2024-10-12,2024-10-27,8.9,Advanced Robotics,Remote,2024,15,10,October
Autonomous Systems Engineer,37060,Entry Level,Contract,China,Small,0,"Spark, Hadoop, Data Visualization, NLP",PhD,1,Healthcare,2024-04-18,2024-06-20,6.1,Cognitive Computing,On-site,2024,63,4,April
ML Ops Engineer,87545,Mid Level,Contract,Canada,Medium,50,"SQL, PyTorch, AWS, Spark",Master,4,Automotive,2024-08-27,2024-09-22,9.2,Digital Transformation LLC,Hybrid,2024,26,8,August
Computer Vision Engineer,153656,Senior Level,Part-Time,Singapore,Large,0,"Data Visualization, SQL, R, GCP",Associate,9,Real Estate,2024-02-11,2024-03-24,7.6,Neural Networks Co,On-site,2024,42,2,February
Data Scientist,58028,Entry Level,Freelance,Israel,Large,50,"R, Docker, Hadoop",Bachelor,0,Energy,2025-03-07,2025-04-08,5.1,Cognitive Computing,Hybrid,2025,32,3,March
Machine Learning Researcher,66991,Entry Level,Freelance,Norway,Medium,100,"Spark, TensorFlow, GCP",Bachelor,0,Technology,2025-02-21,2025-05-02,8.1,Advanced Robotics,Remote,2025,70,2,February
Head of AI,343803,Executive Level,Freelance,United States,Large,50,"Docker, Kubernetes, Git",Master,19,Government,2024-07-07,2024-09-16,9.5,Algorithmic Solutions,Hybrid,2024,71,7,July
AI Product Manager,57227,Entry Level,Full-Time,Canada,Large,100,"Data Visualization, GCP, Scala, AWS",Associate,1,Transportation,2025-02-25,2025-03-27,6.5,Algorithmic Solutions,Remote,2025,30,2,February
AI Consultant,93754,Mid Level,Freelance,United Kingdom,Large,50,"Kubernetes, Hadoop, SQL, Data Visualization",Bachelor,2,Education,2025-01-24,2025-03-15,5.9,AI Innovations,Hybrid,2025,50,1,January
AI Research Scientist,74169,Entry Level,Full-Time,Singapore,Medium,100,"Docker, Mathematics, Java",Master,1,Media,2024-01-28,2024-02-19,5.5,Smart Analytics,Remote,2024,22,1,January
Principal Data Scientist,121675,Senior Level,Part-Time,Australia,Small,0,"Mathematics, Azure, Deep Learning",Bachelor,6,Energy,2024-05-10,2024-05-28,9.1,TechCorp Inc,On-site,2024,18,5,May
NLP Engineer,125343,Senior Level,Part-Time,France,Small,100,"MLOps, Azure, Scala",PhD,7,Education,2024-09-24,2024-11-22,7.7,AI Innovations,Remote,2024,59,9,September
Machine Learning Engineer,66731,Entry Level,Part-Time,Sweden,Large,100,"Spark, Git, TensorFlow, AWS",PhD,1,Technology,2024-06-28,2024-07-19,6.3,DeepTech Ventures,Remote,2024,21,6,June
Machine Learning Engineer,103134,Senior Level,Part-Time,France,Small,0,"Python, TensorFlow, Tableau, Mathematics, Git",Associate,6,Media,2024-10-31,2024-12-13,6.8,Digital Transformation LLC,On-site,2024,43,10,October
AI Product Manager,120260,Mid Level,Full-Time,Denmark,Medium,50,"Kubernetes, Azure, NLP, Spark, Hadoop",Master,3,Finance,2025-04-25,2025-05-15,8.6,Neural Networks Co,Hybrid,2025,20,4,April
AI Consultant,151074,Executive Level,Freelance,India,Large,0,"Azure, Git, Kubernetes, Computer Vision",Master,14,Government,2025-04-26,2025-07-08,9.4,Autonomous Tech,On-site,2025,73,4,April
Data Analyst,41812,Entry Level,Contract,Israel,Small,50,"PyTorch, Python, Git",Bachelor,1,Energy,2024-09-04,2024-11-13,9.2,Predictive Systems,Hybrid,2024,70,9,September
Head of AI,229055,Executive Level,Part-Time,Denmark,Medium,0,"Java, Python, MLOps, Kubernetes, Docker",Bachelor,15,Automotive,2024-09-03,2024-09-24,7.6,Autonomous Tech,On-site,2024,21,9,September
AI Software Engineer,113032,Mid Level,Contract,Switzerland,Small,100,"Scala, Git, Kubernetes",Associate,2,Transportation,2024-01-03,2024-03-01,9.3,Predictive Systems,Remote,2024,58,1,January
Research Scientist,203285,Executive Level,Part-Time,Sweden,Small,100,"Statistics, TensorFlow, Hadoop, GCP",Bachelor,10,Manufacturing,2024-11-04,2024-12-11,9.9,Neural Networks Co,Remote,2024,37,11,November
Data Analyst,90728,Entry Level,Freelance,Norway,Small,50,"Tableau, SQL, Linux, Computer Vision, AWS",PhD,0,Healthcare,2024-10-11,2024-11-18,7.7,Future Systems,Hybrid,2024,38,10,October
Head of AI,73885,Mid Level,Part-Time,Israel,Medium,0,"Computer Vision, Hadoop, R",Master,3,Education,2024-03-13,2024-04-30,6.4,Predictive Systems,On-site,2024,48,3,March
Data Engineer,167732,Executive Level,Freelance,France,Large,0,"Deep Learning, Kubernetes, Linux, Scala",Bachelor,10,Education,2025-02-26,2025-04-28,7.6,DeepTech Ventures,On-site,2025,61,2,February
AI Product Manager,70078,Mid Level,Freelance,Austria,Medium,100,"Python, Linux, Computer Vision",Associate,4,Retail,2024-03-02,2024-05-12,8.6,Cognitive Computing,Remote,2024,71,3,March
Autonomous Systems Engineer,94887,Mid Level,Part-Time,France,Medium,0,"Kubernetes, Data Visualization, Computer Vision",Bachelor,2,Media,2024-10-16,2024-12-15,6.7,Algorithmic Solutions,On-site,2024,60,10,October
Machine Learning Researcher,61371,Mid Level,Part-Time,Japan,Medium,0,"PyTorch, TensorFlow, Docker",Associate,3,Technology,2024-04-18,2024-06-28,8.5,AI Innovations,On-site,2024,71,4,April
AI Product Manager,167104,Senior Level,Full-Time,Denmark,Large,0,"Scala, Python, AWS, MLOps",Associate,5,Government,2025-02-19,2025-03-26,8.1,TechCorp Inc,On-site,2025,35,2,February
ML Ops Engineer,107835,Senior Level,Contract,Ireland,Medium,100,"TensorFlow, Scala, Docker, MLOps",Associate,8,Energy,2024-05-10,2024-07-11,5.8,Digital Transformation LLC,Remote,2024,62,5,May
AI Architect,166870,Executive Level,Freelance,Netherlands,Small,0,"Hadoop, Git, NLP",Bachelor,18,Technology,2024-07-05,2024-09-03,9.8,Quantum Computing Inc,On-site,2024,60,7,July
Robotics Engineer,88809,Mid Level,Full-Time,Australia,Large,0,"R, Java, Python, Deep Learning, TensorFlow",Bachelor,4,Telecommunications,2024-07-02,2024-08-20,5.2,Neural Networks Co,On-site,2024,49,7,July
AI Specialist,235370,Executive Level,Freelance,Canada,Large,100,"Kubernetes, Java, NLP",Associate,19,Healthcare,2024-09-04,2024-09-20,6.3,Smart Analytics,Remote,2024,16,9,September
Principal Data Scientist,252916,Executive Level,Contract,United States,Large,100,"PyTorch, Scala, GCP",Master,12,Consulting,2025-04-10,2025-05-17,6.6,Cloud AI Solutions,Remote,2025,37,4,April
Autonomous Systems Engineer,70525,Mid Level,Contract,India,Medium,0,"Linux, NLP, Data Visualization",Associate,4,Real Estate,2024-12-04,2025-02-14,5.5,DataVision Ltd,On-site,2024,72,12,December
AI Research Scientist,177513,Executive Level,Full-Time,Singapore,Small,50,"Docker, Git, PyTorch, TensorFlow",Master,12,Manufacturing,2025-04-29,2025-06-08,7.0,Autonomous Tech,Hybrid,2025,40,4,April
